marca,estabelecimento
nenhuma,SERV RESTAURANTE         
nenhuma,POCKET HAND MADE         
nenhuma,EASY- corrida 07-04-18   
nenhuma,VIAGENS E TURISMO LTDA   
nenhuma,GOL LINHAS AEREAS*XGY18FM
nenhuma,PONTO DA PRACA           
nenhuma,LJ 0026 BH SHOPPING MG   
nenhuma,VERDE MAR LOJA 6         
nenhuma,FIORELLA GELATO          
nenhuma,TRIVIUM                  
nenhuma,GROW PRO CULTIVO INDOO   
nenhuma,Outs Pub                 
nenhuma,OZEIAS CORREIA DA SILV   
nenhuma,AUTO ESC ULTRA FACIL     
nenhuma,CARREFOUR 48 SPG-GIOVA   
nenhuma,EMPORIUM SAO PAULO 4     
nenhuma,TORNADO SURF             
nenhuma,PAG*ycabelereiro         
nenhuma,FABIO OMINE IAMASHITA    
nenhuma,BAR MERCEARIA MASSAKO    
nenhuma,CARREFOUR  CWC           
nenhuma,MULTILOJA.COM            
nenhuma,O AMIGAO                 
nenhuma,NORTE SH CARREFOUR 12    
nenhuma,NORTE SH OTICAS POVO     
nenhuma,STYLO NOBRE              
nenhuma,FAMILY CALCADOS          
nenhuma,MOLDURAS COMENDADOR      
nenhuma,M A ARAUJO SILVA EIREL   
nenhuma,ALPHA CONSTRUCOES E NA   
nenhuma,SUPERATACADO CENTRONOR   
nenhuma,ANCAR PARKING            
nenhuma,MARIA ARAUJO             
nenhuma,EVERLY PEREIRA DE OLIV   
nenhuma,KELLY NASCIMENTO COELH   
nenhuma,POSTO HAWAII 3           
nenhuma,POSTO SAO ROQUE BODANE   
nenhuma,IRMAOS GONCALVES F27     
nenhuma,FARMACIA PRECO BAIXO     
nenhuma,EDRIVAL LEAO DE MIRAND   
nenhuma,POSTO SAO BENTO          
nenhuma,POSTO GARIMPEIRO 4       
nenhuma,POSTO CALAMA             
nenhuma,CASA DE CARNES 4 DE JA   
nenhuma,SOL DISTRIBUIDORA DE C   
nenhuma,BARRETO MOTOS            
nenhuma,MACAVI                   
nenhuma,PAG*BELLABIJOUX          
nenhuma,POSTO CAPELINHA          
nenhuma,GONCALVES INDUSTRIA E    
nenhuma,DISTRIBUIDORA ALTAS HO   
nenhuma,AMAZON COMBUSTIVEIS      
nenhuma,JOSELITO CAMELO GOMES    
nenhuma,EMPORTE RIO              
nenhuma,OUTBACK BZ 45 NOVA AME   
nenhuma,QUIOSQUE CHOPP BRAHMA    
nenhuma,ORIENTAL RIO             
nenhuma,YASMIN NOITE INDUSTRIA   
nenhuma,RASTRECALL REPRESENTAC   
nenhuma,LEROY MERLIN RIO BARRA   
nenhuma,IMAGINARIUM              
nenhuma,JACKIE SECRETS           
nenhuma,CONSTANCE                
nenhuma,FRYDA                    
nenhuma,AUTO POSTO MADUREIRA 0   
nenhuma,FNTC-ROYAL HOLIDAY-WWT   
nenhuma,NANY                     
nenhuma,ESPACO LASER             
nenhuma,KALUNGA RIO DE JANEIRO   
nenhuma,DR SOFTWARE DOWNLOAD*DRI*
nenhuma,LOJAS AMERICANAS 175     
nenhuma,BEYOUNG                  
nenhuma,SPA DAS SOBRANCELHAS     
nenhuma,CREPE LOCKS              
nenhuma,MIMAR CONFECCOES         
nenhuma,CASTELO DO VINHO         
nenhuma,DONAS                    
nenhuma,PAGOLIVRE*ESPLASE13X15   
nenhuma,CELLAIRIS                
nenhuma,CAMICADO RIO DE JANEIR   
nenhuma,SEM PARAR                
nenhuma,PMSA INFO                
nenhuma,Imaginarium Rio Sul      
nenhuma,MOVEIS PARA ESCRITORIO   
nenhuma,Paperview                
nenhuma,FALCAO CALCADOS          
nenhuma,POSTO MC PLUS            
nenhuma,FCIA PAGUE MENOS 181     
nenhuma,BIANDRA                  
nenhuma,BAZAR BENG 2012 LTDA M   
nenhuma,LOJAS ANDRADE LTDA       
nenhuma,CG  VITOR CONQUISTA      
nenhuma,PAG*JoelCruzDeVasconc    
nenhuma,POSTO ITAJUBA            
nenhuma,CASA E VIDEO 225         
nenhuma,MERCEARIA JOVIALISSIMA   
nenhuma,DON COSTA ALUGUEL DE U   
nenhuma,FABRICA BOLOS VO ALZIR   
nenhuma,BELLART                  
nenhuma,SHELL                    
nenhuma,AUTO POSTO ITAICI        
nenhuma,Pastel da Feira          
nenhuma,LEONICE ALIMENTOS E SA   
nenhuma,PADARIA A REAL ITAICI    
nenhuma,MARIA AP TAVARES SIQUE   
nenhuma,PAG*EmporioViaMantoan    
nenhuma,APARECIDO DE OLIVEIR     
nenhuma,POSTO VISCONDE US        
nenhuma,A REAL ITAICI LTDA EPP   
nenhuma,BATISTA COMIDA ARABE     
nenhuma,EDICOES JUSPODIVM        
nenhuma,EBANX-PNP0566E21F7       
nenhuma,.*BCASH*HERMOSO          
nenhuma,BOBS                     
nenhuma,PAG*REVISAOPGE           
nenhuma,.*BCASH*ZC   CO          
nenhuma,AZUL LINHAS AEREAS CAP*HB
nenhuma,Eadbox*AprovacaoPGE      
nenhuma,BRITO E GLASNER LTDA     
nenhuma,99* TAXI 25Mar 13h39min  
nenhuma,Atleticanos              
nenhuma,LANCHONETE E RESTAUR     
nenhuma,START 116                
nenhuma,OUTBACK BZ 37 PAULISTA   
nenhuma,AFX COMERCIO DE SUPLEM   
nenhuma,BK BRASIL                
nenhuma,RETRO EXPLORER           
nenhuma,OUTBACK BZ 75 CIDADE S   
nenhuma,SUPLEMENTOS SAO PAULO    
nenhuma,POLISHOP MATRIZ          
nenhuma,2016RAIA                 
nenhuma,RBA STUDIO E BELEZA      
nenhuma,NIKE RECIFE              
nenhuma,R11 SHOPPING RECIFE      
nenhuma,Kangaroo Burger          
nenhuma,CERVEJARIA RECIFE LTDA   
nenhuma,RESERVA                  
nenhuma,ATACADO PECAS            
nenhuma,DUNKIN DONUTS            
nenhuma,DROGARIA ROSARIO FL 02   
nenhuma,FRANGO NO POTE           
nenhuma,AM PANIFICACAO E PRODU   
nenhuma,PAO DOURADO              
nenhuma,CH PLANALTAO 150 PN4 H   
nenhuma,PAGNET INGRESSOS         
nenhuma,AUTO POSTO LANAS BELLA   
nenhuma,T A BENTES E SOUSA ME    
nenhuma,100% SERVICOS AUTOMOTI   
nenhuma,99* POP 13Abr 14h13min   
nenhuma,CONFECCOES NILMAR        
nenhuma,MAGIA DOS PAES E MAGIA   
nenhuma,GUARARAPES PARKING LTDA  
nenhuma,PAG*UELITON              
nenhuma,PAG*MaristelaRodrigue    
nenhuma,TUPA CONSTRUCOES         
nenhuma,Laker's Burger           
nenhuma,SPORT CICLE              
nenhuma,NATASCHA LAVANDERIA E    
nenhuma,REDE AUTO SHOP           
nenhuma,CINEMARK 720 PIER21 BS   
nenhuma,CASCOL COMBUSTIVEIS      
nenhuma,CH PLANALTAO 225 PL2 L   
nenhuma,PARIS6 BRASILIA BISTRO   
nenhuma,PAG*BardoClaudio         
nenhuma,DOIS IRMAOS              
nenhuma,EBANX-PNP05842D2FC       
nenhuma,CARNEIRO I MUSICAIS      
nenhuma,MERCPAGO                 
nenhuma,INVESTGAS                
nenhuma,Xucrut's Conv e Frios    
nenhuma,THE BLEND                
nenhuma,SEM FRESCURA BURGER      
nenhuma,DROGARIA VIVA MAIS       
nenhuma,MARTINS                  
nenhuma,CERVEJARIA BRADUS LTDA   
nenhuma,ALFA CONCURSOS           
nenhuma,Sofa Cafe                
nenhuma,BANCA PORTAL             
nenhuma,BANCA DA EVA             
nenhuma,PAO DE ACUCAR 1216       
nenhuma,CHOPPIZA                 
nenhuma,ALIMENTOS PRATICCA       
nenhuma,BG LESTE PETROLEO        
nenhuma,NET SERV SITE            
nenhuma,MercPago-GrowthSupp      
nenhuma,RECARGAPAY NUAD8BVW      
nenhuma,CHAMPION SP MORUMBI      
nenhuma,HAVAN S PEDRO DA ALDEI   
nenhuma,PAG*Hidrolandia          
nenhuma,PB KIDS TAMBORE          
nenhuma,MORUMBI                  
nenhuma,PAG*CerealistaAGranel    
nenhuma,FARMACIA ALOPATICA       
nenhuma,MINUTO PAO LJ 5857-ANT   
nenhuma,ESFIHAKIBE               
nenhuma,DOCEMANIA                
nenhuma,MSC                      
nenhuma,SARAIVA TAMBORE 204      
nenhuma,MSC MAGNIFICA            
nenhuma,SKY                      
nenhuma,OVERBOARD                
nenhuma,CINEMARK - TAMBORE       
nenhuma,TAN XIAO MING            
nenhuma,PAG*belissimas           
nenhuma,SANDREMI BAZAR E PAPEL   
nenhuma,CRIATIVA                 
nenhuma,BRUNELLO CALCADOS LTDA   
nenhuma,F S DE F FAHNING CASTR   
nenhuma,GOCASE                   
nenhuma,C I A DO TERNO           
nenhuma,PAG*FloriculturaRosaC    
nenhuma,PAG*Distribuidora        
nenhuma,SUMUP  *PERFILMultimarcas
nenhuma,POSTO SANTA TEREZINHA    
nenhuma,PAG*PizzariaBellaMass    
nenhuma,POSTO NEGO VEIO          
nenhuma,EDILSON KM MODA          
nenhuma,ZIP NAUTICA ITABUNA      
nenhuma,Fini Barueri             
nenhuma,DONA DAN                 
nenhuma,VIA VAREJO S A           
nenhuma,CHOPING CHOPERIA         
nenhuma,PAO DE ACUCAR 1222       
nenhuma,TAMBORE                  
nenhuma,G C FAVILLA JOIAS EIRE   
nenhuma,OLEG GOURMET RESTAURAN   
nenhuma,BK SENADOR DANTAS        
nenhuma,CINESYSTEM CINEMAS       
nenhuma,LOJAS AMERICANAS 46      
nenhuma,DROG PACHECO             
nenhuma,EDIVALDO SOUSA SILVA     
nenhuma,MULTIPAG/EM              
nenhuma,SUA ACADEMIA             
nenhuma,NEW OTICA B SHOPPING     
nenhuma,LOJA ASUS                
nenhuma,BF SPP 92                
nenhuma,PONTO FRIO               
nenhuma,PAULO TAKEAKI HAMAJI     
nenhuma,LOJAS AMERICANAS CENTR   
nenhuma,ZONA SUL FL 39           
nenhuma,VIACAO 1001              
nenhuma,AUTO VIACAO 1001*42071581
nenhuma,CINE BRISTOL             
nenhuma,ZOOP*IFOOD               
nenhuma,CAFE E BAR NINENSE L     
nenhuma,ARJ CONSTRUCOES LTDA     
nenhuma,POLO WEAR BELA VISTA     
nenhuma,ROGERIO DEL PADRE MASS   
nenhuma,CARREFOUR EXPRESS IMPE   
nenhuma,EL CANTINERO             
nenhuma,MERCADINHO LUA NOVA      
nenhuma,PAG*RODRIGOBIKE          
nenhuma,LIVRARIA CULTURA         
nenhuma,BOMBONIERE SANTA TEREZ   
nenhuma,RECARGATIM*21965207530   
nenhuma,ALO BIJOUX               
nenhuma,PARALELAS                
nenhuma,CENTERPLEX CINEMAS       
nenhuma,PAULISTAO LJ 27          
nenhuma,NOVA IMPERATRIZ PHARMA   
nenhuma,FP EMPREENDIMENTOS       
nenhuma,HIPER DB PARAIBA         
nenhuma,SUBWAY                   
nenhuma,FE COMBUSTIVEIS          
nenhuma,CARREFOUR 56 CMH-MNS     
nenhuma,REI DO MATE              
nenhuma,VIVARA HSU               
nenhuma,ALEMA MILLENIUM          
nenhuma,ALEMA                    
nenhuma,LABORATORIO CDL          
nenhuma,SUMAUMA ESTACIONAMENTO   
nenhuma,CIDADE III               
nenhuma,CAEDU                    
nenhuma,CHEN LIMEI LANCHONE      
nenhuma,MERCADINHO CALIFORNIA    
nenhuma,AMAZON.COM.BR'           
nenhuma,LUIZ HENRIQUE DA SILVA   
nenhuma,TICKET360*82SLM          
nenhuma,RECARGA CLARO            
nenhuma,WG MATERIAIS             
nenhuma,MeSalva                  
nenhuma,POSTO DE SERVICOS        
nenhuma,HAWAII LANCHES           
nenhuma,UNIFARMA                 
nenhuma,SKY RECARGA APP*SKY      
nenhuma,DIA BRASIL LJ 1006       
nenhuma,PAG*KingCopy             
nenhuma,JUVA LANCHES             
nenhuma,DROG PACHECO FL 1545     
nenhuma,BURGER KING SHOPPING I   
nenhuma,WWW*OMINIC               
nenhuma,MARY KAY                 
nenhuma,SPANI RAPOSO TAVARES     
nenhuma,PAG*CordeiroBarbi        
nenhuma,PAG*HairStyle            
nenhuma,PAG*EspacoDosEletroni    
nenhuma,MARCOS VINICIUS DONATT   
nenhuma,PAG*SaoPauloCente        
nenhuma,NOVA MED TEC             
nenhuma,LEROY MERLIN TIETE       
nenhuma,PAG*VerdeFloricul        
nenhuma,TIM OSASCO               
nenhuma,CARNIVORIA SOROCABA      
nenhuma,VIACAO 1001 TERM TIETE   
nenhuma,MercPago-Clickbus        
nenhuma,CARREFOUR SPI 16         
nenhuma,CASAS BAHIA              
nenhuma,FLYING SUSHI             
nenhuma,WANDERLEY RODRIGUES 16   
nenhuma,Vakinha.com              
nenhuma,TICKET360*7HPWT          
nenhuma,DROGAPOP XV              
nenhuma,5 A SEC ELDORADO         
nenhuma,SARAIVA ELDORADO 40      
nenhuma,QUINTA DO MARQUES        
nenhuma,WWW.ALIEXPRESS.COM       
nenhuma,BlueTickets              
nenhuma,TRILEGAL VALE SORTE      
nenhuma,Google Play GTArcade     
nenhuma,LOJAS AMERICANAS  2164   
nenhuma,MERCEARIA J L            
nenhuma,CENTRAL JURUBATUBA       
nenhuma,SANTIL OSASCO            
nenhuma,SEVEC                    
nenhuma,FARMACIA E DROGARIA NI   
nenhuma,POSTO PASSIONE           
nenhuma,MAGAZINE LUIZA LO74      
nenhuma,H J G LTDA               
nenhuma,SOCITUR                  
nenhuma,METRO RJ                 
nenhuma,LC CHOCOLATES            
nenhuma,CALDEIRAO DA LAPA        
nenhuma,MRV SAO CONRADO          
nenhuma,BURGER HAUS              
nenhuma,ABORJ                    
nenhuma,HABIBS                   
nenhuma,OASIS ALIMENTACAO LTDA   
nenhuma,VOID SANCA               
nenhuma,SUMUP  *acantarelli      
nenhuma,OC COMBUSTIVEIS          
nenhuma,DROGARIA NISSEI          
nenhuma,NEW YORK CAFE            
nenhuma,UNIBANCO ARTEPLEX        
nenhuma,DANGHAI                  
nenhuma,PATIO BATEL              
nenhuma,CARREFOUR EXPRESS-SHOP   
nenhuma,Google Play Google Storag
nenhuma,PAG*PostoVideira         
nenhuma,RAIA 144                 
nenhuma,EBANX-PIN 340940729      
nenhuma,SANTA PARQUE SHOPPING    
nenhuma,SIM FARMA                
nenhuma,FILIAL 368 SHOP. TUCUR   
nenhuma,CANTELE FARM E DROG      
nenhuma,PORTATO PREMIUM          
nenhuma,LUCIA AP NASC ME         
nenhuma,CINEMARK CURITIBA        
nenhuma,PANIFIC SAINT GERMAIN    
nenhuma,PIZZA HUT                
nenhuma,VERDANT                  
nenhuma,PANVEL FARMACIAS         
nenhuma,LIV CURITIBA SHOP CURI   
nenhuma,FAST SHOP BARIGUI A2Y    
nenhuma,FCIA PAGUE MENOS 273     
nenhuma,LOJAS AMERICANAS 1264    
nenhuma,LOJAS AMERICANAS 94      
nenhuma,FARMACIA  DROG NISSEI    
nenhuma,ESTACIONAMENTO BATEL S   
nenhuma,MEU CHAPA                
nenhuma,DIA                      
nenhuma,POSTO 4 MATA ESCURA      
nenhuma,DROG SAO PAULO FL 168    
nenhuma,RECARGAPAY*AAtcVT        
nenhuma,PINGUE-PONGUE EDICOES    
nenhuma,LOJAS AMERICANAS LJ 22   
nenhuma,COMETA  TIETE            
nenhuma,CERVEJARIA COMPADRIO     
nenhuma,CHICA DOCARIA            
nenhuma,BOBS CINEMA              
nenhuma,CINEMARK 708 MANAUS      
nenhuma,Emporio North            
nenhuma,IZ*ANDREW MARCELO LOPE   
nenhuma,CENTAURO - CE 104        
nenhuma,EBANX WISH               
nenhuma,RAMSONS CENTRAL          
nenhuma,CINEMA SAO LUIZ          
nenhuma,BF COM EQUIP SUPRIM      
nenhuma,CLOSET F5                
nenhuma,MERCADINHO  CRISTO REY   
nenhuma,BRUNO CELULAR            
nenhuma,PAG*LOJINHA              
nenhuma,PERFUMARIA SUMIRE        
nenhuma,PIZZARIA 21              
nenhuma,STEAKHOUSE               
nenhuma,VISIT PATREON.COM/INFO   
nenhuma,RSSM GENERAL             
nenhuma,CACULA PAPELARIA         
nenhuma,CLUB HOTEL CAMBRIDGE     
nenhuma,BUBBLE KILL              
nenhuma,PAG*FoodTruckMargueri    
nenhuma,MI GUSTO MEXICANO        
nenhuma,TIFERET COMERCIO DE RO   
nenhuma,RAFAEL CAICHI IWATA      
nenhuma,STARBUCKS STAR*Starbucks 
nenhuma,CARIOCAS INFO CEL        
nenhuma,FARM TIJUCA              
nenhuma,IRAPH OTICA EIRELI EPP   
nenhuma,DROGARIA OFERTAO         
nenhuma,PAGNET BALADAS FESTAS    
nenhuma,FARM ECOMMERCE           
nenhuma,PAG*BarbaraDaVeigaBot    
nenhuma,FAST SHOP TIJUCA         
nenhuma,GAROTOS DO SUL II        
nenhuma,LOJAS AMERICANAS 315     
nenhuma,PAG*Marbella             
nenhuma,CINEMARK VITORIA         
nenhuma,PAUSA SET                
nenhuma,RIOTGAM*LB8GKSELQ0SY     
nenhuma,CAFE COM FONE            
nenhuma,lol                      
nenhuma,99* POP 08Abr 19h14min   
nenhuma,RIOTGAM*LB8XML6DWMDS     
nenhuma,P E G COMERCIO DE ALIM   
nenhuma,SORVETERIA SABOR DA FR   
nenhuma,99* POP 10Abr 09h48min   
nenhuma,PAYU*Gazeta              
nenhuma,KABUM                    
nenhuma,LE POSTICHE              
nenhuma,RI HAPPY LJ 51           
nenhuma,HERING-ARICANDUVA        
nenhuma,SAM S CLUB LJ 6546 PDV   
nenhuma,HERING KIDS ARICANDU     
nenhuma,AMIGOS DO BEM            
nenhuma,99* TAXI 21Mar 15h13min  
nenhuma,STADIUM CAFE             
nenhuma,PAO DE ACUCAR 1203       
nenhuma,COLEGIO DOM PEDRO        
nenhuma,I 9 Comercio             
nenhuma,RECARGAPAY Claro NVR7UEFE
nenhuma,PARC=102CASA DO POVO     
nenhuma,X10 LANCHES              
nenhuma,RECARGAPAY OI NUDCGELN   
nenhuma,VANIA ROSI DE MATOS      
nenhuma,ESPORTE CLUBE PINHEIRO   
nenhuma,RECARGATIM*11983747377   
nenhuma,BUFFON 40                
nenhuma,ABELHINHA PAES E DOCES   
nenhuma,CLINICA ODONTOLOGICA O   
nenhuma,PAG*SorveteriaNevesul    
nenhuma,FARMACIA SAO JOAO 392    
nenhuma,FERNANDO AUTO PECAS      
nenhuma,PAG*JorgeLuisRoch        
nenhuma,SUP GUANABARA            
nenhuma,CAROLINE PASTORINI BAR   
nenhuma,ABRIGOLANDIA IV          
nenhuma,RECARGAPAY Claro NUDCC7FY
nenhuma,CABELO E CIA             
nenhuma,RECARGAPAY OI NUDCGB3G   
nenhuma,PAG*LuizAugustoXavier    
nenhuma,TIAGO CRUZ BAES ME       
nenhuma,PARC=102RICARDO QUARESMA 
nenhuma,TOM BAR MERCEARIA        
nenhuma,RACCO CD CURITIBA        
nenhuma,R.A.S ALIMENTOS          
nenhuma,SARAIVA.COM*402364970    
nenhuma,SARAIVA.COM*402359970    
nenhuma,CHILLI BEANS             
nenhuma,JJ ENCADERNACOES         
nenhuma,ELEGANCE PISOS REVESTI   
nenhuma,LINDA BIJU E PRESENTES   
nenhuma,NUTRICAR                 
nenhuma,VANS                     
nenhuma,PANINI BRASIL            
nenhuma,ZENIR HORIZONTE          
nenhuma,LOJAS AMERICANAS 498     
nenhuma,BOM VIZINHO              
nenhuma,JOSE ALBERTO DE NORONH   
nenhuma,PAG*GuicheWeb            
nenhuma,99* POP 02Abr 21h00min   
nenhuma,99* POP 11Abr 23h31min   
nenhuma,MercPago-VenPerfumari    
nenhuma,LOJAS AMERICANAS 199     
nenhuma,FARMACIA DOSE CERTA 12   
nenhuma,CONFEITARIA SUBLIME      
nenhuma,FRETCAR LTDA             
nenhuma,FARMACIA SANTA BRANCA    
nenhuma,KINA DO FEIJAO VERDE     
nenhuma,BULLS BEER HOUSE         
nenhuma,99* POP 16Abr 20h51min   
nenhuma,MILTON MINORU MAKITA 4   
nenhuma,CLINICA                  
nenhuma,SNACKS STREET BRAZILIA   
nenhuma,SANTA GRELHA             
nenhuma,SHOPPING DA CARNE        
nenhuma,DORATTO JOIAS FOLHEADAS  
nenhuma,CHAPUZ DO SUL COMERCIO   
nenhuma,EMPORIO BROWNIE IV       
nenhuma,99* POP 28Mar 17h11min   
nenhuma,LIVRARIA LAMARCA         
nenhuma,MERCEARIA SANTOS         
nenhuma,N F ALIMENTOS LTDA EPP   
nenhuma,DROGASIL SOROCABA COMI   
nenhuma,RAGAZZO                  
nenhuma,PAG*BarDoNeto            
nenhuma,99* POP 06Abr 18h34min   
nenhuma,FRAMBLES CAFE PORTAL L   
nenhuma,NAKOO SUSHI              
nenhuma,CRISTIANE MARQUES TOME   
nenhuma,BOTEQUIM DA FRANCISCA    
nenhuma,HIGA E SHIMA             
nenhuma,BARATEIRO COM            
nenhuma,GAMBOA                   
nenhuma,BAR E LANCHONETE         
nenhuma,VAI BRASIL               
nenhuma,BURGER KING SOROCABA D   
nenhuma,WAL MART 1016 SOROCABA   
nenhuma,CR MESSEJANA             
nenhuma,PADARIA REAL             
nenhuma,JAILSON JAIR DOS SANTO   
nenhuma,PAG*Dayane               
nenhuma,KAWASAKI                 
nenhuma,EDUARDO CAIRES           
nenhuma,MARCOS VINICIUS LIMA X   
nenhuma,SEPHORA PERFUMES         
nenhuma,CONVEN E JET OIL SAN     
nenhuma,Facebook Inc. XCBKSEWW72 
nenhuma,J C M SILVA              
nenhuma,SANTA RITA PAPELARIA     
nenhuma,SUPERM SUPERBOM          
nenhuma,GOSTIM CAFE LTDA         
nenhuma,REDE ECONOMIA            
nenhuma,LAB PLINIO BACELAR       
nenhuma,BRUNO TADEU M LINHARES   
nenhuma,PLANTA MAGICA*PT         
nenhuma,POSTO OSVALDO CRUZ II    
nenhuma,DROGASIL 406             
nenhuma,REDE LUCAS               
nenhuma,UNIVERSIDADE SAO JUDAS   
nenhuma,RELOJOARIA SUISSA        
nenhuma,PAULISTAO 119            
nenhuma,NEY CELULARES            
nenhuma,TENNIS STATION           
nenhuma,Google Play Swift Apps   
nenhuma,RESTAURANTE MADALOSSO    
nenhuma,POSTO JP                 
nenhuma,LUCIMAR SALES MARTINS    
nenhuma,SUPER UNICOMPRA          
nenhuma,RONALDO SOUSA DO NASCIM  
nenhuma,M.M.CONSTRUCOES          
nenhuma,COMETA                   
nenhuma,ASSAI ATACADISTA         
nenhuma,AUTO ESCOLA MARCELOS     
nenhuma,PAG*Madeireiraa3         
nenhuma,PAG*BIZUFORTE            
nenhuma,J R MOTOS                
nenhuma,FRIGORIFICO SAO FC.      
nenhuma,VIMADAX COMERCIO DE CH   
nenhuma,PAPINHA DONA CORUJA      
nenhuma,AUTO POSTO TASCA MARTE   
nenhuma,PAG*NewKidsModaInfant    
nenhuma,STYLOS LINGERIE & CIA    
nenhuma,COMERCIO DE ALIMENTOS    
nenhuma,SUBWAY SANTA CECILIA     
nenhuma,AUTO POSTO ITASUL        
nenhuma,Drog Estrela Popular     
nenhuma,PET THE DOG              
nenhuma,AUTO POSTO CEMBIRA       
nenhuma,HOVET PET SHOP EIRELI    
nenhuma,BRO BURGER SAO PAULO     
nenhuma,FAMILY WINNERS           
nenhuma,CASA DE PAES JAGUARIBE   
nenhuma,ATTIVITA                 
nenhuma,SACOLAO ECONOMIA HIGIE   
nenhuma,DORINHOS LOJA 23         
nenhuma,GRIPPON                  
nenhuma,ESQUINA GRILL DO FUAD    
nenhuma,BOROMELLO RESTAURANTE    
nenhuma,RASTRECALL SP            
nenhuma,REDEPAPA                 
nenhuma,MARIA DA CONCEICAO FER   
nenhuma,AMIGOS DA COSTELA        
nenhuma,C.B.                     
nenhuma,TONI TOYS                
nenhuma,MM CONSTRUCOES           
nenhuma,POSTO RECAMONDE          
nenhuma,PANIFICADORA SAO MIGUEL  
nenhuma,SAMSUNG RIOMAR KENNEDY   
nenhuma,BEATRIZ MODA FASHION     
nenhuma,DARY MODA INTIMA         
nenhuma,YOU COM FL 063 NACOES    
nenhuma,LOJAS AMERICANAS 753     
nenhuma,CHOCOLATES BRASIL CACA   
nenhuma,PONTAL LOJA 03           
nenhuma,WWW*ZONAAZULSP           
nenhuma,PAPA 5                   
nenhuma,RECARGATIM*11947622263   
nenhuma,HEXA CONVENIENCIAS       
nenhuma,GIGA BR                  
nenhuma,PESADA                   
